ID,Level,,col3
1247,13815.441,*,7
1248,20601.151,*,19
1249,20588.953,*,19
1250,12386.756,*,8
1251,15308.343,*,16
1252,15296.127,*,16
1253,13209.482,*,10
1254,17707.342,*,18
1255,17695.118,*,19
1256,14283.61,*,2
1257,14271.38,*,3
1258,18523.816,*,18
1259,18511.585,*,17
1260,18591.176,*,19
1261,16716.042,*,18
1262,16703.801,*,17
1263,17403.205,*,17
1264,17390.962,*,16
1265,20852.494,*,20
1266,20840.25,*,20
1267,19223.938,*,20
1268,14606.847,*,4
1269,14594.568,*,3
1270,18506.948,*,17
1271,19172.536,*,17
1272,19160.214,*,18
1273,18289.843,*,18
1274,18277.519,*,17
1275,14638.198,*,17
1276,14625.867,*,18
1277,12386.529,*,18
1278,12374.196,*,17
1279,14561.997,*,14
1280,14549.658,*,15
1281,14348.004,*,3
1282,14335.665,*,3
1283,8118.683,*,8
1284,8106.342,*,9
1285,20695.621,*,20
1286,20683.279,*,20
1287,15857.956,*,11
1288,14751.362,*,8
1289,12862.415,*,8
1290,12850.063,*,9
1291,15628.219,*,13
1292,15615.857,*,12
1293,18174.706,*,17
1294,18162.341,*,18
1295,18736.428,*,16
1296,18724.058,*,17
1297,13616.1,*,5
1298,13603.729,*,6
1299,13037.102,*,8
1300,13024.729,*,9
1301,15882.472,*,13
1302,14546.588,*,3
1303,14534.202,*,4
1304,13303.309,*,18
1305,13290.922,*,19
1306,12859.426,*,13
1307,12847.029,*,14
1308,12723.82,*,3
1309,16271.228,*,14
1310,16258.82,*,13
1311,19397.673,*,19
1312,19385.252,*,18
1313,15359.471,*,11
1314,15347.044,*,12
1315,14146.472,*,9
1316,14134.033,*,8
1317,11807.693,*,10
1318,11795.248,*,9
1319,6984.637,*,11
1320,6972.183,*,10
1321,13815.621,*,3
1322,19312.899,*,19
1323,19300.435,*,20
1324,18169.156,*,17
1325,18156.689,*,18
1326,12842.623,*,9
1327,12830.156,*,10
1328,16532.596,*,19
1329,16520.122,*,19
1330,11070.653,*,5
1331,18626.987,*,18
1332,12268.183,*,17
1333,12255.697,*,18
1334,17777.635,*,16
1335,15117.749,*,13
1336,15105.259,*,14
1337,17093.549,*,14
1338,17081.032,*,14
1339,14594.516,*,12
1340,14581.997,*,12
1341,13715.929,*,14
1342,20525.047,*,19
1343,20512.506,*,20
1344,17798.159,*,17
1345,17785.612,*,17
1346,10724.376,*,15
1347,10711.826,*,16
1348,17506.133,*,15
1349,17493.577,*,16
1350,17633.778,*,18
1351,17621.22,*,18
1352,13573.789,*,18
1353,13561.23,*,17
1354,20305.995,*,20
1355,20293.423,*,19
1356,19410.25,*,19
1357,16911.451,*,12
1358,16898.872,*,13
1359,13281.563,*,9
1360,13268.983,*,9
1361,15575.978,*,16
1362,15563.389,*,17
1363,14970.356,*,7
1364,14957.766,*,7
1365,12782.979,*,14
1366,12770.382,*,14
1367,17541.873,*,13
1368,17529.274,*,14
1369,14181.075,*,8
1370,14168.472,*,7
1371,19279.558,*,17
1372,18099.262,*,17
1373,18086.639,*,17
1374,8077.602,*,14
1375,8064.972,*,13
1376,17589.326,*,14
1377,17576.694,*,15
1378,14339.342,*,11
1379,14326.698,*,10
1380,11592.649,*,10
1381,11580.001,*,10
1382,20020.832,*,20
1383,20008.164,*,19
1384,16672.292,*,15
1385,19678.585,*,19
1386,12459.407,*,13
1387,12446.727,*,13
1388,11015.457,*,17
1389,11002.773,*,16
1390,10967.897,*,5
1391,10955.199,*,4
1392,18633.765,*,18
1393,18621.065,*,17
1394,13241.033,*,8
1395,13228.333,*,7
1396,15538.217,*,16
1397,14677.068,*,17
1398,14664.359,*,16
1399,14582.148,*,15
1400,14569.438,*,16
1401,18074,*,16
1402,12082.387,*,6
1403,12069.676,*,7
1404,16830.428,*,13
1405,16817.712,*,13
1406,14309.656,*,9
1407,12119.022,*,8
1408,12106.302,*,8
1409,13359.488,*,8
1410,13346.761,*,9
1411,14603.415,*,8
1412,16196.113,*,18
1413,16183.376,*,17
1414,10575.215,*,8
1415,10562.469,*,9
1416,19115.92,*,20
1417,19103.169,*,19
1418,13295.02,*,4
1419,13517.763,*,16
1420,13294.689,*,9
1421,14750.082,*,5
1422,14737.311,*,6
1423,15858.387,*,13
1424,17112.071,*,16
1425,17099.261,*,15
1426,19535.588,*,17
1427,19522.777,*,18
1428,19399.991,*,18
1429,12308.522,*,10
1430,12295.706,*,9
1431,19175.705,*,18
1432,18642.774,*,20
1433,18629.951,*,20
1434,21156.36,*,20
1435,21143.515,*,20
1436,13005.57,*,19
1437,12992.724,*,20
1438,17793.569,*,18
1439,17780.722,*,18
1440,17411.793,*,13
1441,17398.934,*,14
1442,12494.021,*,4
1443,12481.148,*,4
1444,15468.76,*,13
1445,15455.886,*,14
1446,11524.014,*,13
1447,11511.141,*,12
1448,12271.036,*,8
1449,12258.161,*,8
1450,17777.846,*,20
1451,17764.969,*,20
1452,12155.143,*,9
1453,10588.094,*,8
1454,14714.745,*,12
1455,14701.863,*,13
1456,15565.593,*,11
1457,15552.704,*,11
1458,14689.94,*,7
1459,14677.05,*,6
1460,19339.582,*,17
1461,11795.642,*,6
1462,17122.886,*,14
1463,10057.891,*,10
1464,10044.971,*,9
1465,9010.511,60,7
1466,20635.864,*,19
1467,20622.942,*,19
1468,18339.859,*,18
1469,18326.927,*,18
1470,13674.571,*,16
1471,14430.995,*,4
1472,16457.371,*,13
1473,16444.431,*,12
1474,19895.666,*,19
1475,19882.722,*,20
1476,12934.698,*,8
1477,12921.753,*,7
1478,13507.6,*,9
1479,13494.653,*,9
1480,17687.948,*,14
1481,17674.997,*,15
1482,14814.438,*,11
1483,14801.485,*,12
1484,12042.267,*,4
1485,12029.31,*,5
1486,21275.564,*,20
1487,21262.593,*,20
1488,18065.647,*,18
1489,17124.338,*,20
1490,17111.353,*,20
1491,17264.253,*,15
1492,17251.26,*,14
1493,16858.8,*,16
1494,16845.801,*,17
1495,11360.469,*,6
1496,11347.47,*,7
1497,16505.262,*,16
1498,16492.255,*,15
1499,13567.144,*,12
1500,13554.131,*,12
1501,19383.801,*,20
1502,19370.787,*,19
1503,20150.606,*,20
1504,20137.592,*,20
1505,11191.68,*,10
1506,11178.664,*,11
1507,15302.552,*,12
1508,15289.534,*,11
1509,14958.556,*,3
1510,14945.533,*,3
1511,14582.466,*,17
1512,16465.449,*,15
1513,16452.414,*,16
1514,18411.67,*,18
1515,12693.02,*,5
1516,12679.977,*,6
1517,17688.289,*,16
1518,17675.241,*,17
1519,18711.008,*,18
1520,18863.445,*,18
1521,18850.393,*,18
1522,8559.21,*,6
1523,8546.156,*,7
1524,15160.607,*,11
1525,16984.937,*,20
1526,16971.874,*,19
1527,13629.164,*,4
1528,13307.477,*,20
1529,13294.404,*,20
1530,12975.419,*,10
1531,12962.332,*,11
1532,15343.716,*,11
1533,15330.627,*,11
1534,20519.994,*,20
1535,20506.904,*,19
1536,18868.275,*,19
1537,18909.558,*,19
1538,18896.455,*,20
1539,12343.851,*,15
1540,12330.744,*,15
1541,14530.407,*,11
1542,14517.299,*,12
1543,12898.087,*,9
1544,12884.972,*,10
1545,17029.325,*,16
1546,12180.461,*,15
1547,12167.332,*,14
1548,17090.483,*,19
1549,7862.155,*,13
1550,7849.012,*,12
1551,21005.477,*,20
1552,20992.331,*,20
1553,19515.188,*,19
1554,13797.096,*,5
1555,13783.943,*,6
1556,19560.341,*,19
1557,15024.081,*,12
1558,18527.127,*,16
1559,15458.741,*,14
1560,15445.575,*,13
1561,17154.645,*,16
1562,14961.834,*,16
1563,14948.666,*,17
1564,16679.464,*,17
1565,16666.293,*,16
1566,15805.936,*,13
1567,15792.762,*,12
1568,16628.567,*,18
1569,20475.051,*,19
1570,10742.441,*,16
1571,10729.24,*,15
1572,15230.98,*,13
1573,15217.778,*,13
1574,16548.012,*,14
1575,16534.808,*,14
1576,20609.736,*,20
1577,14747.092,*,4
1578,14733.885,*,4
1579,15627.29,*,17
1580,15614.077,*,17
1581,17462.447,*,17
1582,17449.231,*,16
1583,13885.172,*,2
1584,13871.95,*,2
1585,14524.295,*,10
1586,14511.068,*,9
1587,18264.288,*,18
1588,18260.052,*,19
1589,18246.818,*,20
1590,17312.993,*,14
1591,17299.757,*,13
1592,14457.016,*,7
1593,12884.809,*,14
1594,12871.561,*,13
1595,18249.535,*,18
1596,13072.003,*,2
1597,13058.751,*,2
1598,19844.944,*,20
1599,15938.865,*,16
1600,19920.224,*,18
1601,12719.702,*,2
1602,12706.413,*,3
1603,15935.055,*,12
1604,12932.056,*,11
1605,12918.759,*,11
1606,13468.787,*,1
1607,13455.48,*,1
1608,18779.918,*,18
1609,16176.611,*,15
1610,16163.3,*,14
1611,15085.079,*,18
1612,15071.76,*,19
1613,15706.759,*,16
1614,15693.436,*,16
1615,11968.113,*,7
1616,18672.682,*,16
1617,19024.291,*,18
1618,19010.93,*,18
1619,17664.052,*,15
1620,15595.29,*,16
1621,15581.917,*,16
1622,10858.652,*,6
1623,10845.277,*,6
1624,10154.445,*,2
1625,10141.068,*,3
1626,15440.504,*,10
1627,15427.126,*,11
1628,17404.341,*,15
1629,20617.506,*,20
1630,20604.108,*,19
1631,18252.498,*,19
1632,18239.068,*,19
1633,18163.303,*,16
1634,18149.861,*,17
1635,12746.779,*,7
1636,12733.335,*,8
1637,17608.973,*,15
1638,17595.52,*,15
1639,16185.756,*,14
1640,16172.296,*,13
1641,16025.731,*,20
1642,16012.254,*,19
1643,16693.172,*,17
1644,9679.45,*,7
1645,9665.962,*,7
1646,15790.771,*,14
1647,15777.282,*,14
1648,17833.327,*,15
1649,15349.64,*,18
1650,15336.137,*,17
1651,16259.209,*,14
1652,16245.684,*,13
1653,15099.336,*,10
1654,15085.808,*,10
1655,20412.195,*,19
1656,20398.658,*,20
1657,12639.154,*,19
1658,12625.608,*,19
1659,19080.361,*,18
1660,19066.804,*,18
1661,16773.702,*,19
1662,16760.143,*,20
1663,18026.291,*,15
1664,9217.425,18,4
1665,9203.855,22,5
1666,12686.204,*,9
1667,12672.626,*,9
1668,18308.228,*,17
1669,18294.641,*,17
1670,13609.024,*,5
1671,19188.811,*,17
1672,19175.217,*,17
1673,15549.794,*,18
1674,15172.282,*,13
1675,15158.686,*,13
1676,12216.565,*,6
1677,12202.956,*,7
1678,19300.818,*,20
1679,19287.206,*,19
1680,19396.633,*,20
1681,18620.141,*,19
1682,12705.212,*,11
1683,15113.359,*,11
1684,10121.402,*,9
1685,10107.771,*,8
1686,15040.406,*,11
1687,17251.705,*,13
1688,17238.058,*,14
1689,20153.1,*,19
1690,16981.527,*,16
1691,16967.877,*,15
1692,8511.297,*,9
1693,8497.642,*,8
1694,14250.921,*,4
1695,14237.263,*,4
1696,13992.976,*,16
1697,13979.316,*,17
1698,9213.339,*,10
1699,16649.207,*,15
1700,16635.535,*,16
1701,17926.626,*,18
1702,17912.953,*,17
1703,18079.202,*,14
1704,16660.149,*,13
1705,16646.467,*,14
1706,20379.871,*,20
1707,14120.477,*,5
1708,14106.781,*,6
1709,18880.644,*,19
1710,18866.946,*,19
1711,14546.462,*,13
1712,15720.475,*,15
1713,14030.77,*,7
1714,15421.463,*,13
1715,15407.744,*,13
1716,16557.443,*,13
1717,16543.722,*,13
1718,16761.474,*,18
1719,13279.891,*,17
1720,13266.157,*,18
1721,17262.987,*,18
1722,17249.252,*,17
1723,16834.573,*,16
1724,16820.835,*,16
1725,15689.66,*,16
1726,15675.92,*,16
1727,14621.773,*,17
1728,15890.907,*,12
1729,15877.159,*,13
1730,16686.046,*,15
1731,15443.735,*,11
1732,15429.98,*,12
1733,7927.821,14,3
1734,7914.063,14,3
1735,18655.893,*,16
1736,14902.34,*,18
1737,14888.569,*,19
1738,15983.337,*,15
1739,17855.873,*,16
1740,17842.091,*,17
1741,13529.484,*,14
1742,13515.7,*,15
1743,12593.079,*,15
1744,12579.288,*,16
1745,18033.215,*,19
1746,18019.421,*,20
1747,15366.335,*,15
1748,15352.542,*,16
1749,14767.862,*,16
1750,14754.063,*,16
1751,16628.091,*,15
1752,16614.291,*,15
1753,17427.426,*,15
1754,17276.994,*,16
1755,12657.651,*,14
1756,12643.833,*,14
1757,17753.853,*,16
1758,17740.033,*,15
1759,17163.933,*,14
1760,13625.551,*,10
1761,18019.385,*,19
1762,14608.351,*,11
1763,19491.732,*,20
1764,19477.884,*,19
1765,14040.128,*,11
1766,19146.356,*,17
1767,16432.063,*,14
1768,16418.205,*,15
1769,19340.095,*,17
1770,17092.837,*,15
1771,17078.977,*,16
1772,13731.292,*,19
1773,13717.428,*,18
1774,17896.695,*,16
1775,17882.803,*,17
1776,17798.686,*,16
1777,17784.795,*,17
1778,18090.827,*,15
1779,18076.932,*,15
1780,18697.112,*,19
1781,19501.289,*,19
1782,19174.123,*,19
1783,19463.973,*,20
1784,16513.269,*,20
1785,16499.353,*,20
1786,20310.416,*,19
1787,20296.477,*,19
1788,15171.415,*,10
1789,15887.429,*,17
1790,15873.483,*,16
1791,12100.555,*,12
1792,12086.602,*,12
1793,14818.662,*,4
1794,14804.702,*,4
1795,16747.513,*,17
1796,19826.034,*,18
1797,19812.07,*,19
1798,17924.273,*,14
1799,17910.302,*,14
1800,17335.615,*,20
1801,17321.644,*,19
1802,20211.632,*,20
1803,17905.009,*,19
1804,17891.029,*,19
1805,14919.878,*,18
1806,14905.885,*,17
1807,12967.793,*,4
1808,12953.783,*,4
1809,14236.907,*,3
1810,16137.777,*,19
1811,16123.762,*,18
1812,17218.645,*,18
1813,17204.626,*,19
1814,17304.706,*,13
1815,17290.683,*,13
1816,19439.165,*,19
1817,19425.136,*,20
1818,19826.1,*,19
1819,17837.84,*,17
1820,17823.809,*,18
1821,16393.346,*,13
1822,16379.31,*,13
1823,17324.919,*,15
1824,17310.875,*,15
1825,17778.079,*,14
1826,17764.033,*,14
1827,17045.315,*,18
1828,13903.727,*,8
1829,18795.946,*,17
1830,16186.349,*,12
1831,12482.758,*,12
1832,12468.705,*,11
1833,14707.57,*,12
1834,14693.517,*,12
1835,12947.911,*,17
1836,12933.857,*,18
1837,17734.458,*,17
1838,19570.157,*,20
1839,15765.759,*,14
1840,15751.701,*,14
1841,10878.219,*,7
1842,10864.156,*,6
1843,17168.712,*,17
1844,13769.268,*,17
1845,13755.199,*,17
1846,14947.764,*,15
1847,17008.525,*,14
1848,11101.43,*,8
1849,11087.355,*,8
1850,16454.629,*,17
1851,16440.55,*,18
1852,12296.38,*,7
1853,12282.293,*,8
1854,19298.81,*,20
1855,15668.313,*,19
1856,15561.857,*,17
1857,14832.784,*,3
1858,5714.885,10,2
1859,5700.755,14,3
1860,18714.76,*,16
1861,18700.62,*,17
1862,17949.89,*,16
1863,17935.745,*,17
1864,19066.212,*,17
1865,12790.855,*,14
1866,12776.7,*,13
1867,15266.614,*,11
1868,13933.24,*,14
1869,13919.081,*,14
1870,13426.593,*,7
1871,13412.424,*,8
1872,17845.269,*,16
1873,18913.217,*,17
1874,18072.282,*,14
1875,17479.392,*,17
1876,17135.923,*,16
1877,19829.051,*,20
1878,19814.861,*,19
1879,14571.163,*,10
1880,14556.969,*,10
1881,13659.947,*,11
1882,16825.187,*,13
1883,16810.978,*,12
1884,13694.945,*,20
1885,13680.732,*,20
1886,18132.916,*,15
1887,11337.414,*,5
1888,11323.198,*,5
1889,19134.616,*,20
1890,16451.468,*,13
1891,14256.622,*,14
1892,18048.081,*,19
1893,18033.837,*,20
1894,17594.725,*,16
1895,9991.291,*,7
1896,9977.041,*,6
1897,17555.478,*,15
1898,17541.224,*,16
1899,20560.465,*,20
1900,20546.21,*,19
1901,15468.29,*,11
1902,15454.034,*,12
1903,13829.608,*,9
1904,13815.35,*,9
1905,21111.94,*,20
1906,21097.682,*,20
1907,16704.541,*,14
1908,14666.494,*,10
1909,14652.226,*,10
1910,14608.999,*,3
1911,14008.651,*,18
1912,13994.376,*,19
1913,10795.427,*,12
1914,10781.15,*,12
1915,20485.759,*,19
1916,16341.68,*,18
1917,16327.401,*,19
1918,14416.115,*,6
1919,14401.836,*,7
1920,20197.346,*,20
1921,17051.11,*,16
1922,19358.616,*,17
1923,19344.32,*,18
1924,17826.083,*,16
1925,18434.132,*,15
1926,10735.369,*,8
1927,10721.047,*,9
1928,20115.921,*,19
1929,20101.592,*,19
1930,19414.546,*,20
1931,14034.133,*,11
1932,14019.797,*,11
1933,16909.925,*,17
1934,16895.583,*,17
1935,12143.27,*,6
1936,12128.925,*,6
1937,17509.316,*,19
1938,17494.97,*,20
1939,17570.066,*,17
1940,19955.204,*,20
1941,19940.852,*,19
1942,12912.442,*,10
1943,9251.984,*,9
1944,9237.622,*,10
1945,19379.093,*,18
1946,14526.344,*,10
1947,12721.657,*,18
1948,12707.28,*,17
1949,15311.825,*,15
1950,15297.444,*,15
1951,15798.748,*,20
1952,15784.363,*,19
1953,19265.169,*,18
1954,17000.932,*,19
1955,16986.54,*,19
1956,13752.32,*,12
1957,13737.923,*,12
1958,17288.914,*,17
1959,16162.18,*,15
1960,16432.184,*,12
1961,16417.752,*,13
1962,7847.722,*,12
1963,17642.831,*,14
1964,17628.391,*,14
1965,15460.016,*,12
1966,10898.474,*,11
1967,10884.03,*,12
1968,15988.003,*,16
1969,13992.731,*,11
1970,13978.287,*,10
1971,14824.868,*,14
1972,14810.424,*,15
1973,20825.805,*,20
1974,12578.621,*,15
1975,16845.802,*,20
1976,16831.344,*,19
1977,7808.845,12,1
1978,7794.387,12,1
1979,18360.531,*,15
1980,18346.072,*,15
1981,13479.606,*,8
1982,13465.145,*,8
1983,17978.486,*,19
1984,17964.023,*,18
1985,13666.985,*,9
1986,17177.032,*,14
1987,17162.562,*,13
1988,14252.739,*,14
1989,12072.127,*,13
1990,17889.276,*,16
1991,17874.8,*,17
1992,16181.636,*,17
1993,18291.999,*,17
1994,14962.589,*,10
1995,14948.089,*,10
1996,17043.83,*,17
1997,14200.247,*,10
1998,14185.732,*,9
1999,19800.344,*,20
2000,15173.499,*,15
2001,15158.972,*,16
2002,8771.102,*,9
2003,8756.567,*,10
2004,9543.659,*,6
2005,9529.117,*,7
2006,12750.347,*,11
2007,12735.8,*,11
2008,16210.662,*,18
2009,18899.114,*,19
2010,13349.652,*,4
2011,13335.076,*,4
2012,11240.294,*,5
2013,11225.718,*,5
2014,14884.681,*,7
2015,18641.314,*,15
2016,19174.229,*,18
2017,14195.723,*,12
2018,14181.121,*,12
2019,19910.273,*,20
2020,15705.097,*,10
2021,15690.49,*,11
2022,16363.737,*,18
2023,12995.475,*,8
2024,15807.992,*,16
2025,15793.365,*,15
2026,17263.886,*,18
2027,13635.464,*,9
2028,13620.83,*,8
2029,16642.727,*,15
2030,15270.177,*,13
2031,15255.538,*,14
2032,18514.265,*,17
2033,16425.901,*,17
2034,18641.639,*,17
2035,12943.357,*,8
2036,12928.699,*,7
2037,17876.368,*,20
2038,16829.666,*,14
2039,16814.994,*,15
2040,15301.602,*,19
2041,15286.924,*,19
2042,14843.246,*,13
2043,14828.563,*,13
2044,16639.309,*,13
2045,17516.426,*,18
2046,17501.736,*,18
2047,16820.322,*,14
2048,16805.63,*,14
2049,8515.588,*,10
2050,8500.891,*,11
2051,20031.461,*,20
2052,11074.75,*,8
2053,11060.051,*,7
2054,12672.355,*,15
2055,14543.931,*,10
2056,14529.217,*,10
2057,18881.737,*,20
2058,17719.736,*,17
2059,13104.199,*,5
2060,13089.477,*,6
2061,14241.896,*,15
2062,18083.435,*,18
2063,18359.844,*,16
2064,14595.951,*,10
2065,14581.211,*,9
2066,16725.547,*,15
2067,16710.807,*,14
2068,14436.91,*,17
2069,14422.169,*,18
2070,14244.858,*,2
2071,14230.117,*,2
2072,14675.195,*,8
2073,18618.892,*,16
2074,18604.134,*,15
2075,15689.47,*,12
2076,14281.065,*,5
2077,14266.297,*,6
2078,15260.275,*,19
2079,15245.504,*,18
2080,13082.511,*,10
2081,13067.736,*,11
2082,12425.361,*,4
2083,12410.563,*,5
2084,18754.149,*,19
2085,18739.347,*,19
2086,18604.086,*,17
2087,12679.522,*,2
2088,12664.716,*,1
2089,18265.989,*,19
2090,19025.74,*,19
2091,16166.825,*,18
2092,17650.864,*,19
2093,17636.044,*,20
2094,17959.53,*,17
2095,17944.708,*,18
2096,19569.86,*,19
2097,12760.2,*,5
2098,15712.581,*,15
2099,15697.747,*,15
2100,11909.254,*,7
2101,11894.416,*,8
2102,14857.202,*,13
2103,14842.364,*,12
2104,14416.675,*,6
2105,16439.108,*,16
2106,16424.268,*,16
2107,11043.611,*,9
2108,10597.428,*,1
2109,10582.582,*,0
2110,20594.883,*,19
2111,15205.598,*,13
2112,15190.741,*,12
2113,13519.866,*,17
2114,18502.73,*,15
2115,18487.867,*,15
2116,15199.854,*,16
2117,18394.107,*,17
2118,18690.496,*,20
2119,18675.628,*,19
2120,17790.003,*,15
2121,17775.132,*,15
2122,15897.111,*,19
2123,15544.128,*,13
2124,15529.242,*,13
2125,11486.216,*,16
2126,17072.917,*,13
2127,17058.028,*,13
2128,12117.058,*,7
2129,12102.166,*,8
2130,18100.031,*,16
2131,18085.135,*,16
2132,18909.849,*,18
2133,15403.891,*,12
2134,15388.992,*,11
2135,11716.533,*,12
2136,11701.629,*,13
2137,13374.736,*,9
2138,13359.83,*,10
2139,16713.129,*,16
2140,16698.223,*,17
2141,15114.068,*,6
2142,15099.16,*,7
2143,16295.578,*,14
2144,16280.657,*,13
2145,17524.51,*,14
2146,19743.479,*,20
2147,19728.546,*,19
2148,21218.388,*,20
2149,21203.451,*,20
2150,15901.084,*,12
2151,18379.161,*,17
2152,16262.419,*,16
2153,16247.47,*,16
2154,18063.039,*,20
2155,15120.751,*,12
2156,15105.79,*,12
2157,19945.303,*,18
2158,15141.563,*,12
2159,15126.599,*,13
2160,15237.098,*,14
2161,15222.109,*,15
2162,12316.804,*,11
2163,12301.81,*,12
2164,10676.059,*,7
2165,10661.065,*,6
2166,12310.703,*,10
2167,13170.12,*,14
2168,15640.404,*,19
2169,15625.394,*,19
2170,17244.103,*,14
2171,17229.07,*,14
2172,15126.253,*,11
2173,15715.225,*,16
2174,15700.187,*,15
2175,17158.946,*,19
2176,12066.465,*,15
2177,12051.402,*,15
2178,18211.663,*,17
2179,18196.598,*,16
2180,14105.4,*,4
2181,18076.369,*,17
2182,11125.007,*,3
2183,11109.927,*,3
2184,16046.103,*,20
2185,11301.648,*,4
2186,11286.564,*,5
2187,11833.326,*,11
2188,11818.239,*,10
2189,18825.089,*,19
2190,12718.432,*,12
2191,12703.336,*,11
2192,17139.538,*,17
2193,15855.528,*,12
2194,12088.453,*,4
2195,12073.333,*,5
2196,14651.353,*,9
2197,16004.189,*,16
2198,11818.181,*,12
2199,14541.823,*,10
2200,5778.748,*,9
2201,5763.603,*,10
2202,18606.322,*,19
2203,21224.841,*,20
2204,21209.687,*,20
2205,17818.172,*,16
2206,20660.976,*,20
2207,20645.82,*,19
2208,15141.755,*,14
2209,18540.481,*,19
2210,18525.321,*,19
2211,15142.121,*,10
2212,15126.958,*,10
2213,16651.333,*,18
2214,16636.17,*,17
2215,12301.572,*,15
2216,13617.361,*,12
2217,13602.182,*,13
2218,18070.62,*,14
2219,18055.439,*,15
2220,18496.404,*,19
2221,18481.22,*,19
2222,16740.734,*,15
2223,16174.476,*,16
2224,16159.287,*,15
2225,8710.183,22,5
2226,8694.99,22,5
2227,13695.604,*,12
2228,14011.827,*,3
2229,13996.624,*,4
2230,17452.095,*,14
2231,17436.891,*,15
2232,10708.176,*,2
2233,10692.97,*,1
2234,10655.396,*,8
2235,10640.187,*,9
2236,14517.381,*,11
2237,14502.171,*,10
